OBJECTID *,FULL_ADDRE,zon_new,full_zonin,PIN,MAPBLOCKLO,hood,ZIP_CODE,POINT_X,POINT_Y
1736,4621 BANCROFT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00271000000,49-C-271,Central Lawrenceville,15201,-79.955138,40.47104
1737,5309 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00073000000,81-A-73,Upper Lawrenceville,15201,-79.948748,40.479861
1738,821 54TH ST,H,HILLSIDE,0081A00119000000,81-A-119,Upper Lawrenceville,15201,-79.947714,40.48038
1739,4600 BUTLER ST,P,PARKS AND OPEN SPACE,0080R00100000000,80-R-100,Central Lawrenceville,15201,-79.958069,40.473101
1740,214 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00123000000,49-F-123,Central Lawrenceville,15201,-79.961155,40.468762
1741,220 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00212000000,49-F-212,Central Lawrenceville,15201,-79.960298,40.469128
1742,178 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00026000000,49-E-26,Lower Lawrenceville,15201,-79.965222,40.467429
1743,268 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00099000000,49-F-99,Central Lawrenceville,15201,-79.959768,40.467629
1744,255 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00147000000,49-F-147,Central Lawrenceville,15201,-79.959757,40.468118
1745,225 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00225000000,49-F-225,Central Lawrenceville,15201,-79.959967,40.469307
1746,173 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00062000000,49-E-62,Lower Lawrenceville,15201,-79.965235,40.467752
1747,243 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00076000000,49-F-76,Central Lawrenceville,15201,-79.960933,40.467901
1748,244 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00111000000,49-F-111,Central Lawrenceville,15201,-79.960486,40.46822
1749,264 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00141000000,49-C-141,Central Lawrenceville,15201,-79.957028,40.471357
1750,252 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00148000000,49-C-148,Central Lawrenceville,15201,-79.957334,40.471552
1751,278 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00094000000,49-F-94,Central Lawrenceville,15201,-79.959507,40.467401
1752,179 LODI WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00065000000,49-E-65,Lower Lawrenceville,15201,-79.964903,40.467788
1753,311 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00089000000,49-C-89,Central Lawrenceville,15201,-79.95618,40.470092
1754,4017 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00013000000,49-F-13,Central Lawrenceville,15201,-79.96185,40.469298
1755,278 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00136000000,49-C-136,Central Lawrenceville,15201,-79.95669,40.471138
1756,274 WERNEBERG WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00136000E00,49-C-136-E,Central Lawrenceville,15201,-79.95692,40.471082
1757,4045 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00010000000,49-F-10,Central Lawrenceville,15201,-79.961721,40.469388
1758,339 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00260000000,49-C-260,Central Lawrenceville,15201,-79.955467,40.470596
1759,262 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00143000000,49-C-143,Central Lawrenceville,15201,-79.957122,40.471416
1760,331 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00256000000,49-C-256,Central Lawrenceville,15201,-79.955588,40.470704
1761,248 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00151000000,49-C-151,Central Lawrenceville,15201,-79.957459,40.471637
1762,4604 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00250000000,49-C-250,Central Lawrenceville,15201,-79.955777,40.470964
1763,293 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00080000000,49-C-80,Central Lawrenceville,15201,-79.95672,40.470498
1764,4025 EDEN WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00223000000,49-E-223,Central Lawrenceville,15201,-79.962131,40.469685
1765,258 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049B00376000000,49-B-376,Central Lawrenceville,15201,-79.957834,40.470938
1766,5274 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00038000000,81-A-38,Upper Lawrenceville,15201,-79.949542,40.479811
1767,5333 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00011000000,81-A-11,Upper Lawrenceville,15201,-79.949325,40.481175
1768,620 KENDALL ST,H,HILLSIDE,0081A00199000000,81-A-199,Upper Lawrenceville,15201,-79.947398,40.481233
1769,814 LEYDON ST,H,HILLSIDE,0081A00171000000,81-A-171,Upper Lawrenceville,15201,-79.947559,40.480796
1770,743 KENDALL ST,H,HILLSIDE,0081A00186000000,81-A-186,Upper Lawrenceville,15201,-79.946664,40.480709
1771,164 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00233000000,80-P-233,Central Lawrenceville,15201,-79.959548,40.474167
1772,5335 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00024000000,81-A-24,Upper Lawrenceville,15201,-79.948589,40.4807
1773,5331 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00012000000,81-A-12,Upper Lawrenceville,15201,-79.94936,40.481156
1774,520 54TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00008000B00,81-A-8-B,Upper Lawrenceville,15201,-79.949358,40.481277
1775,807 54TH ST,H,HILLSIDE,0081A00125000000,81-A-125,Upper Lawrenceville,15201,-79.947918,40.480692
1776,4415 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00043000000,49-C-43,Central Lawrenceville,15201,-79.957564,40.470444
1777,5316 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00048000000,81-A-48,Upper Lawrenceville,15201,-79.948831,40.480234
1778,280 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00133000000,49-C-133,Central Lawrenceville,15201,-79.956657,40.471112
1779,301 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C0025200AB00,49-C-252-AB,Central Lawrenceville,15201,-79.955798,40.470833
1780,345 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00263000000,49-C-263,Central Lawrenceville,15201,-79.955361,40.470526
1781,235 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00073000000,49-F-73,Central Lawrenceville,15201,-79.961143,40.468045
1782,4100 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00031000000,49-F-31,Central Lawrenceville,15201,-79.961102,40.469418
1783,242 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00156000100,49-C-156-1,Central Lawrenceville,15201,-79.957557,40.471705
1784,197 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00076000000,49-E-76,Lower Lawrenceville,15201,-79.964711,40.467376
1785,213 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00125000000,49-F-125,Central Lawrenceville,15201,-79.960854,40.468999
1786,160 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00116000000,49-E-116,Lower Lawrenceville,15201,-79.965226,40.468525
1787,164 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00015000000,49-E-15,Lower Lawrenceville,15201,-79.965627,40.46779
1788,4101 SAINT JOHNS WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00049000000,49-F-49,Central Lawrenceville,15201,-79.960894,40.469183
1789,3813 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00114000000,49-E-114,Lower Lawrenceville,15201,-79.965318,40.46842
1790,221 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00067000000,49-F-67,Central Lawrenceville,15201,-79.961431,40.468335
1791,193 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00074000000,49-E-74,Lower Lawrenceville,15201,-79.964794,40.467441
1792,176 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00025000000,49-E-25,Lower Lawrenceville,15201,-79.965259,40.467459
1793,240 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00201000000,49-F-201,Central Lawrenceville,15201,-79.95975,40.468741
1794,251 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00145000000,49-F-145,Central Lawrenceville,15201,-79.959843,40.468184
1795,235 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00230000000,49-F-230,Central Lawrenceville,15201,-79.959668,40.469081
1796,181 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00096000A00,49-E-96-A,Lower Lawrenceville,15201,-79.964561,40.467996
1797,231 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00228000000,49-F-228,Central Lawrenceville,15201,-79.959765,40.4692
1798,191 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00073000000,49-E-73,Lower Lawrenceville,15201,-79.96484,40.467465
1799,5334 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00019000000,81-A-19,Upper Lawrenceville,15201,-79.949107,40.480972
1800,5338 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00020000000,81-A-20,Upper Lawrenceville,15201,-79.948996,40.481025
1801,214 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00216000000,49-F-216,Central Lawrenceville,15201,-79.960452,40.469239
1802,253 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00238000000,49-F-238,Central Lawrenceville,15201,-79.959089,40.468703
1803,4631 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00229000000,49-C-229,Central Lawrenceville,15201,-79.955365,40.471648
1804,4611 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00218000A00,49-C-218-A,Central Lawrenceville,15201,-79.955843,40.471253
1805,4419 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00045000000,49-C-45,Central Lawrenceville,15201,-79.957491,40.4705
1806,266 SERVICE WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00055000A00,49-C-55-A,Central Lawrenceville,15201,-79.957861,40.470695
1807,303 1/2 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00085000A00,49-C-85-A,Central Lawrenceville,15201,-79.956386,40.470257
1808,259 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00061000000,49-C-61,Central Lawrenceville,15201,-79.957633,40.471121
1809,3732 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00009000001,49-E-9-0-1,Lower Lawrenceville,15201,-79.965992,40.467877
1810,166 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00017000000,49-E-17,Lower Lawrenceville,15201,-79.965563,40.467739
1811,289 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00212000000,49-C-212,Central Lawrenceville,15201,-79.956125,40.471056
1812,291 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00213000000,49-C-213,Central Lawrenceville,15201,-79.956079,40.471024
1813,258 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00145000000,49-C-145,Central Lawrenceville,15201,-79.957193,40.471469
1814,258 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00193000000,49-F-193,Central Lawrenceville,15201,-79.959222,40.468355
1815,278 WERNEBERG WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00136000C00,49-C-136-C,Central Lawrenceville,15201,-79.956863,40.47104
1816,4508 LAWRENCE ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00154000000,49-C-154,Central Lawrenceville,15201,-79.957685,40.471607
1817,4607 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00217000000,49-C-217,Central Lawrenceville,15201,-79.955911,40.471197
1818,274 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00096000000,49-F-96,Central Lawrenceville,15201,-79.959597,40.467484
1819,229 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00070000000,49-F-70,Central Lawrenceville,15201,-79.961297,40.468166
1820,3811 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00113000000,49-E-113,Lower Lawrenceville,15201,-79.965353,40.468387
1821,4107 SAINT JOHNS WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00046000000,49-F-46,Central Lawrenceville,15201,-79.960793,40.469269
1822,716 53RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00081000000,81-A-81,Upper Lawrenceville,15201,-79.949137,40.479514
1823,135 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00272000000,80-P-272,Central Lawrenceville,15201,-79.960738,40.474361
1824,4631 EDEN WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00301000A00,80-P-301-A,Central Lawrenceville,15201,-79.95856,40.47402
1825,5330 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00018000100,81-A-18-1,Upper Lawrenceville,15201,-79.949195,40.480923
1826,179 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00306000000,80-P-306,Central Lawrenceville,15201,-79.958897,40.474092
1827,5337 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00009000000,81-A-9,Upper Lawrenceville,15201,-79.949243,40.48122
1828,5305 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00075000000,81-A-75,Upper Lawrenceville,15201,-79.948863,40.479796
1829,5303 WICKLIFF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00076000000,81-A-76,Upper Lawrenceville,15201,-79.948925,40.479758
1830,805 54TH ST,H,HILLSIDE,0081A00126000000,81-A-126,Upper Lawrenceville,15201,-79.948058,40.480675
1831,606 KENDALL ST,H,HILLSIDE,0081A00155000000,81-A-155,Upper Lawrenceville,15201,-79.948329,40.48159
1832,629 54TH ST,H,HILLSIDE,0081A00131000000,81-A-131,Upper Lawrenceville,15201,-79.948434,40.480903
1833,213 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00220000000,49-F-220,Central Lawrenceville,15201,-79.960234,40.469533
1834,195 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00075000000,49-E-75,Lower Lawrenceville,15201,-79.964756,40.467401
1835,165 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00206000000,80-P-206,Central Lawrenceville,15201,-79.959301,40.474365
1836,255 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00086000000,49-F-86,Central Lawrenceville,15201,-79.960399,40.46749
1837,279 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00160000002,49-F-160-0-2,Central Lawrenceville,15201,-79.95909,40.4676
1838,220 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00120000000,49-F-120,Central Lawrenceville,15201,-79.960999,40.468634
1839,258 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00104000000,49-F-104,Central Lawrenceville,15201,-79.960041,40.467875
1840,234 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00113000000,49-F-113,Central Lawrenceville,15201,-79.960586,40.468322
1841,4605 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00216000000,49-C-216,Central Lawrenceville,15201,-79.955944,40.471172
1842,218 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00121000000,49-F-121,Central Lawrenceville,15201,-79.961058,40.468679
1843,4609 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00218000000,49-C-218,Central Lawrenceville,15201,-79.955876,40.471226
1844,160 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00160000000,49-E-160,Lower Lawrenceville,15201,-79.965774,40.467901
1845,5335 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00010000000,81-A-10,Upper Lawrenceville,15201,-79.949288,40.481196
1846,5336 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00019000100,81-A-19-1,Upper Lawrenceville,15201,-79.949057,40.481001
1847,604 KENDALL ST,H,HILLSIDE,0081A00153000000,81-A-153,Upper Lawrenceville,15201,-79.948467,40.481628
1848,5328 HOLMES ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00018000000,81-A-18,Upper Lawrenceville,15201,-79.949235,40.480901
1849,5314 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00047000000,81-A-47,Upper Lawrenceville,15201,-79.948892,40.480196
1850,809 54TH ST,H,HILLSIDE,0081A00124000000,81-A-124,Upper Lawrenceville,15201,-79.947813,40.480708
1851,192 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00171000000,80-P-171,Central Lawrenceville,15201,-79.959314,40.473003
1852,178 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00226000000,80-P-226,Central Lawrenceville,15201,-79.959184,40.473891
1853,4617 PLUMMER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00252000000,80-P-252,Central Lawrenceville,15201,-79.959981,40.474202
1854,174 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00228000000,80-P-228,Central Lawrenceville,15201,-79.959293,40.473961
1855,5308 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00044000000,81-A-44,Upper Lawrenceville,15201,-79.949056,40.480086
1856,714 LEYDON ST,H,HILLSIDE,0081A00123000000,81-A-123,Upper Lawrenceville,15201,-79.947782,40.480657
1857,5313 DUNCAN ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0081A00034000000,81-A-34,Upper Lawrenceville,15201,-79.949217,40.48033
1858,188 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00321000000,80-P-321,Central Lawrenceville,15201,-79.958904,40.473713
1859,173 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00215000000,80-P-215,Central Lawrenceville,15201,-79.959536,40.473526
1860,263 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00153000000,49-F-153,Central Lawrenceville,15201,-79.959491,40.467901
1861,294 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00174000000,49-F-174,Central Lawrenceville,15201,-79.958092,40.467527
1862,164 LODI WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00053000000,49-E-53,Lower Lawrenceville,15201,-79.965217,40.468049
1863,164 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00109000000,49-E-109,Lower Lawrenceville,15201,-79.96522,40.468261
1864,265 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00155000000,49-F-155,Central Lawrenceville,15201,-79.959424,40.467854
1865,179 38TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00066000000,49-E-66,Lower Lawrenceville,15201,-79.965089,40.467651
1866,230 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00115000000,49-F-115,Central Lawrenceville,15201,-79.960704,40.468416
1867,170 LODI WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00056000000,49-E-56,Lower Lawrenceville,15201,-79.965109,40.467964
1868,224 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00210000000,49-F-210,Central Lawrenceville,15201,-79.960201,40.469061
1869,249 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00144000000,49-F-144,Central Lawrenceville,15201,-79.959876,40.468215
1870,217 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00127000000,49-F-127,Central Lawrenceville,15201,-79.960746,40.4689
1871,232 FISK ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00114000000,49-F-114,Central Lawrenceville,15201,-79.960645,40.468369
1872,215 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00221000000,49-F-221,Central Lawrenceville,15201,-79.960167,40.469483
1873,267 MAIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00246000000,49-F-246,Central Lawrenceville,15201,-79.958725,40.468447
1874,174 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00101000000,49-E-101,Lower Lawrenceville,15201,-79.964748,40.468158
1875,210 MAIN ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00044000000,49-F-44,Central Lawrenceville,15201,-79.960614,40.469428
1876,3811 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049E00079000000,49-E-79,Lower Lawrenceville,15201,-79.964231,40.467247
1877,172 39TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049E00102000000,49-E-102,Lower Lawrenceville,15201,-79.964813,40.468179
1878,4623 PLUMMER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00249000000,80-P-249,Central Lawrenceville,15201,-79.959879,40.474289
1879,137 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00271000A00,80-P-271-A,Central Lawrenceville,15201,-79.960697,40.474332
1880,289 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00077000000,49-C-77,Central Lawrenceville,15201,-79.956863,40.470559
1881,335 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00258000000,49-C-258,Central Lawrenceville,15201,-79.955533,40.470642
1882,343 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00262000000,49-C-262,Central Lawrenceville,15201,-79.955395,40.470549
1883,262 SERVICE WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049B00378000B00,49-B-378-B,Central Lawrenceville,15201,-79.957937,40.470754
1884,340 46TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00114000000,49-C-114,Central Lawrenceville,15201,-79.955182,40.469779
1885,4615 CARLTON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00219000000,49-C-219,Central Lawrenceville,15201,-79.955774,40.471305
1886,4623 BANCROFT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00273000000,49-C-273,Central Lawrenceville,15201,-79.954963,40.471016
1887,4508 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00075000000,49-C-75,Central Lawrenceville,15201,-79.956716,40.470728
1888,309 45TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049C00088000000,49-C-88,Central Lawrenceville,15201,-79.95621,40.470157
